,brand,price,originalpr,colour,shoetype,bargain
8714,DKNY,71.95,144.95,black,mules,72.99999999999999
8715,Tamaris,79.95,79.95,black croco,slip-ons,0.0
8716,Tamaris,69.95,69.95,silver metall.,sandals,0.0
8717,adidas Originals,54.95,54.95,black,slides,0.0
8718,Marc O'Polo,179.95,179.95,navy,boots,0.0
8719,Paul Green,129.9,129.9,mittelbraun ,sandals,0.0
8720,Ekonika,88.0,220.0,black,heels,132.0
8721,Derimod,89.99,119.99,beige,slip-ons,30.0
8722,Tommy Jeans,99.95,99.95,triple black,trainers,0.0
8723,Geox,169.95,169.95,schwarz,boots,0.0
8724,Tamaris,79.95,79.95,anthracite,pumps,0.0
8725,Jolana & Fenena,61.99,164.99,schwarz,boots,103.0
8726,Tamaris,69.95,99.95,beige,boots,30.0
8727,Tamaris,64.9,79.9,black,trainers,15.0
8728,Bullboxer,59.97,99.95,beige taupe,boots,39.980000000000004
8729,Tommy Hilfiger,109.95,129.95,black,trainers,19.999999999999986
8730,WJS,24.9,29.9,różowe wjs,sandals,5.0
8731,Ekonika,130.0,260.0,black,boots,130.0
8732,Jana,39.9,39.9,dune,slip-ons,0.0
8733,Puma,55.95,79.95,white/white team gold,trainers,24.0
8734,Marco Tozzi,89.95,89.95,black,boots,0.0
8735,Caprice,69.95,99.95,black nappa ,boots,30.0
8736,Rieker,49.98,64.95,rainbow/bianco/reinweiß,trainers,14.970000000000006
8737,Marco Tozzi,41.94,49.95,light blue,boots,8.010000000000005
8738,NeroGiardini,125.0,179.0,silver coloured,sandals,54.0
8739,Puma,59.95,59.95,white/galaxy pink,trainers,0.0
8740,Bershka,19.99,45.99,black,sandals,26.000000000000004
8741,Guess,85.0,85.0,schwarz,trainers,0.0
8742,Wojas,162.9,162.9,black,boots,0.0
8743,Ekonika,138.0,276.0,black,boots,138.0
8744,Ekonika,73.5,245.0,fog,boots,171.5
8745,Kazar,194.99,194.99,beige,sandals,0.0
8746,Calvin Klein,118.95,169.95,black,trainers,50.999999999999986
8747,Ca'Shott,159.99,159.99,black santorini,boots,0.0
8748,CUPLÉ,79.2,99.0,gold,sandals,19.799999999999997
8749,Panama Jack,93.46,109.95,vintage,sandals,16.49000000000001
8750,Tamaris,59.99,69.99,rosa beige ,sandals,9.999999999999993
8751,Buffalo,82.99,109.99,light blue,trainers,27.0
8752,Naturalizer,120.0,120.0,black leather,pumps,0.0
8753,Lauren Ralph Lauren,129.95,129.95,botanic green,heels,0.0
8754,CUPLÉ,165.0,165.0,beige,sandals,0.0
8755,La Strada,48.99,69.99,grau,slip-ons,20.999999999999993
8756,Gabor,49.95,99.95,schilf,trainers,50.0
8757,Tommy Hilfiger,94.72,119.9,space blue,trainers,25.180000000000007
8758,YOURTURN,19.99,39.99,black,trainers,20.000000000000004
8759,WJS,24.9,34.9,beżowe ,sandals,10.0
8760,Kazar,94.49,134.99,black,heels,40.500000000000014
8761,Pavement,200.0,250.0,taupe suede ,boots,50.0
8762,Josef Seibel,99.95,99.95,camel,boots,0.0
8763,Tamaris,45.94,69.95,navy,heels,24.010000000000005
8764,Nike Sportswear,160.95,229.95,white/pure platinum/silver,trainers,69.0
8765,Giulia,79.99,79.99,orange,heels,0.0
8766,Gabor,83.95,120.0,blau,trainers,36.05
8767,Even&Odd,64.99,64.99,black,boots,0.0
8768,Tamaris,47.95,59.95,black,sandals,12.0
8769,Bosanova,42.99,47.99,marron,mules,5.0
8770,Steve Madden,101.95,119.95,mauve,trainers,18.0
8771,Fila,71.95,84.95,black,trainers,13.0
8772,Vans,84.95,84.95,light green/white,mixed,0.0
8773,Les Tropeziennes par M Belarbi,65.0,65.0,tan multi,sandals,0.0
8774,Kazar,136.49,194.99,black,heels,58.5
8775,Tommy Hilfiger,107.95,119.95,black,mules,12.0
8776,Rieker,49.99,69.99,beige,boots,19.999999999999993
8777,Guess,149.95,149.95,beige/brown,heels,0.0
8778,Gabor,79.95,99.95,schwarz,mules,20.0
8779,Call it Spring,29.35,44.95,bone,trainers,15.600000000000001
8780,Palado,39.95,69.95,blue/blue//black,mules,30.0
8781,RYŁKO,84.99,109.99,beige,trainers,25.0
8782,Monki,29.9,35.0,black dark ,mules,5.100000000000001
8783,Zign,64.99,64.99,black,boots,0.0
8784,Geox,89.95,89.95,offwhite,moccasins,0.0
8785,O'Neill,15.59,25.99,outer space,mixed,10.399999999999999
8786,Högl,159.9,159.9,schwarz,heels,0.0
8787,Apple of Eden,86.99,139.99,taupe,boots,53.000000000000014
8788,RYŁKO,44.99,89.99,black,toes,44.99999999999999
8789,Guess,109.95,109.95,beige/brown,trainers,0.0
8790,Lloyd,179.9,179.9,dunkelbraun,heels,0.0
8791,Tamaris,79.95,79.95,black,heels,0.0
8792,Anna Field,25.99,39.99,dark green,wellies,14.000000000000004
8793,On Running,169.95,169.95,all black,trainers,0.0
8794,s.Oliver,69.95,69.95,navy comb,boots,0.0
8795,TOM TAILOR,42.18,59.99,beige silver,sandals,17.810000000000002
8796,TOMS,119.95,119.95,black,boots,0.0
8797,Bagatt,39.95,79.95,beige,lace-ups,40.0
8798,Polo Ralph Lauren,91.0,130.0,deckwash white/black,trainers,39.0
8799,Nine West,79.99,109.99,sand,espadrilles,30.0
8800,Frau Shoes,145.0,145.0,black,boots,0.0
8801,Jolana & Fenena,72.99,129.99,rot,boots,57.000000000000014
8802,GANT,44.75,59.95,marine,espadrilles,15.200000000000003
8803,Tamaris,79.95,79.95,black,boots,0.0
8804,RYŁKO,94.99,94.99,czarny jz,heels,0.0
8805,Marco Shoes,99.0,99.0,black,heels,0.0
8806,Cesare Gaspari,128.0,165.0,beige,moccasins,37.0
8807,Tamaris,99.95,99.95,beige,boots,0.0
8808,Yours Clothing,39.99,49.99,orange,sandals,10.0
8809,Anna Field Wide Fit,36.19,44.99,pink,trainers,8.800000000000004
8810,Legero,76.89,89.95,grey,trainers,13.060000000000002
8811,Kazar,87.99,109.99,dark brown,mules,22.0
8812,Unisa,78.99,99.99,gold,mules,21.0
8813,Tommy Hilfiger,46.95,54.95,space blue,mules,8.0
8814,Tamaris,44.95,59.95,fuxia,mules,15.0
8815,adidas Originals,87.95,109.95,footwear white/team royal blue,trainers,22.0
8816,Högl,121.7,139.95,braun,heels,18.249999999999986
8817,Gabor,99.9,99.9,blau,heels,0.0
8818,Long Tall Sally,73.99,73.99,gold,sandals,0.0
8819,Massimo Dutti,99.95,99.95,brown,heels,0.0
8820,Puma,49.99,64.95,puma white island pink-puma silver,trainers,14.96
8821,Vagabond,134.95,149.95,black,heels,15.0
8822,Palado,44.95,79.95,d blau matt,mules,35.0
8823,Crocs,24.49,34.99,bone,mules,10.500000000000004
8824,Marco Tozzi,31.95,39.95,light blue,sandals,8.000000000000004
8825,Freyling,39.99,89.99,camel,boots,49.99999999999999
8826,Kazar,154.99,154.99,beige,mixed,0.0
8827,CALANDO,32.95,32.95,black,boots,0.0
8828,Gabor,80.95,89.95,ocean,pumps,9.0
8829,Tamaris,66.43,69.99,offwhite uni,mules,3.559999999999988
8830,Naturläufer,89.99,89.99,taupe,wedges,0.0
8831,Esprit,52.99,79.99,light beige,trainers,26.999999999999993
8832,Tamaris,69.94,69.94,black,boots,0.0
8833,Betsy,44.99,99.99,light beige,boots,54.99999999999999
8834,Nine West,34.99,109.99,white,mules,75.0
8835,GANT,53.96,59.95,cream,mules,5.990000000000002
8836,ALDO,67.95,79.95,blue,mules,12.0
8837,Ekonika,198.0,220.0,caramel,sandals,22.0
8838,Donna Carolina,139.0,199.0,gold,trainers,60.0
8839,Kazar,134.99,134.99,beige,heels,0.0
8840,Tamaris,119.95,119.95,black,boots,0.0
8841,Pikolinos,154.95,154.95,brown,boots,0.0
8842,Caprice,109.95,139.95,cognac comb,boots,29.999999999999986
8843,Pikolinos,111.95,139.95,brown,boots,27.999999999999986
8844,Even&Odd,44.99,49.99,black,boots,5.0
8845,Pavement,144.95,144.95,white,trainers,0.0
8846,Kazar,107.99,134.99,beige,heels,27.000000000000014
8847,Havaianas,25.55,29.95,provence blue,mixed,4.399999999999999
8848,RAID,39.89,43.99,nude,sandals,4.100000000000001
8849,Creeks,29.99,29.99,mauve,lace-ups,0.0
8850,Palado,24.95,69.95,beige,espadrilles,45.0
8851,Anna Field,49.99,49.99,beige,boots,0.0
8852,Caprice,69.95,69.95,white perlato,heels,0.0
8853,Kazar,107.99,119.99,black,mules,12.0
8854,Skechers Sport,79.95,79.95,navy/lavender ,trainers,0.0
8855,Ekonika,112.0,280.0,black,boots,168.0
8856,Marks & Spencer,47.95,47.95,navy ,heels,0.0
8857,VERBENAS,57.99,59.99,khaki,espadrilles,2.0
8858,Crosby,59.99,99.99,white,trainers,39.99999999999999
8859,Tamaris,79.95,79.95,black,sandals,0.0
8860,RAID,30.19,49.99,orange,sandals,19.8
8861,Marco Tozzi,34.95,49.95,black comb,sandals,15.0
8862,Andrea Conti,84.85,84.85,schwarz,trainers,0.0
8863,Anna Field,41.99,59.99,silver,heels,18.0
8864,Tamaris,75.95,79.95,black/gold,trainers,4.0
8865,Lloyd,134.96,149.95,braun,lace-ups,14.98999999999998
8866,Tamaris,34.95,69.95,fuxia glam,heels,35.0
8867,Paul Green,119.9,119.9,schwarz,sandals,0.0
8868,Marco Tozzi,39.36,49.95,black ,mules,10.590000000000003
8869,Gabor,129.95,129.95,schwarz,slip-ons,0.0
8870,Tamaris,58.75,69.95,cognac,mules,11.200000000000003
8871,Fila,84.95,84.95,white,trainers,0.0
8872,XTI,29.95,59.95,teja,espadrilles,30.000000000000004
8873,NeroGiardini,111.0,159.0,lino,sandals,48.0
8874,Derimod,97.99,139.99,yellow,sandals,42.000000000000014
8875,ALDO,84.95,84.95,white bone,mules,0.0
8876,Candice Cooper,204.95,204.95,nero /tamponato nero,trainers,0.0
8877,Stradivarius,29.99,29.99,blue,heels,0.0
8878,Rieker,49.94,59.95,blau,lace-ups,10.010000000000005
8879,Tamaris,49.98,69.95,taupe,boots,19.970000000000006
8880,Caprice,69.95,89.95,ocean suede,trainers,20.0
8881,Marco Tozzi,39.95,39.95,polar,slippers,0.0
8882,Lurchi,79.95,79.95,blau,boots,0.0
8883,RYŁKO,69.99,104.99,black,trainers,35.0
8884,Vans,61.95,124.95,vintage white,trainers,63.0
8885,Gabor,109.95,109.95,schwarz,boots,0.0
8886,Floris van Bommel,142.46,189.95,taupe,slip-ons,47.48999999999998
8887,LIU JO,139.1,159.95,beige,trainers,20.849999999999994
8888,Cesare Gaspari,98.0,168.0,beige,boots,70.0
8889,Tamaris,89.9,89.9,platinum,trainers,0.0
8890,Gabor,85.6,99.99,pink,sandals,14.39
8891,RYŁKO,79.99,79.99,beżowy nl,pumps,0.0
8892,Tamaris,45.95,69.95,black glam,trainers,24.0
8893,British Knights,59.95,59.95,white heart,trainers,0.0
8894,Calvin Klein Jeans,81.95,109.95,ancient white,mules,28.0
8895,Bosanova,29.99,44.99,beige,sandals,15.000000000000004
8896,Even&Odd,26.39,34.99,black,trainers,8.600000000000001
8897,Marc O'Polo,69.95,99.95,orange,sandals,30.0
8898,Marco Tozzi,29.95,49.95,lilac ,heels,20.000000000000004
8899,Gioseppo,54.95,54.95,black,mules,0.0
8900,Steve Madden,124.95,124.95,dark lavender paris,trainers,0.0
8901,GANT,59.85,59.95,marine ,slides,0.10000000000000142
8902,Bullboxer,47.96,59.95,black  white,mules,11.990000000000002
8903,Crocs,49.99,49.99,white,mules,0.0
8904,Tamaris,65.95,99.95,antelope,boots,34.0
8905,Crocs,50.99,59.99,arctic,mules,9.0
8906,Softinos,120.0,120.0,navy,pumps,0.0
8907,Tamaris,69.95,69.95,black matt,lace-ups,0.0
8908,Stradivarius,39.99,39.99,light blue,sandals,0.0
8909,Gabor,129.95,129.95,schwarz ,boots,0.0
8910,Buffalo,67.99,79.99,pearl black,sandals,12.0
8911,JOOP!,71.95,79.95,darkblue,mules,8.0
8912,River Island,44.0,44.0,beige,slip-ons,0.0
8913,Apple of Eden,68.99,129.99,weiß kombi,trainers,61.000000000000014
8914,Wojas,74.9,74.9,beige,sandals,0.0
8915,Tamaris,79.95,79.95,pewter,boots,0.0
8916,Skechers,59.99,79.99,weiß,trainers,19.999999999999993
8917,Skechers,64.95,64.95,olive,sandals,0.0
8918,*Art,154.0,154.0,tan,boots,0.0
8919,Lloyd,119.9,119.9,beige,heels,0.0
8920,Copenhagen Shoes,149.95,149.95,lavenda,heels,0.0
8921,Caprice,62.95,69.95,taupe metallic,sandals,7.0
8922,Panama Jack,82.95,119.99,brown,sandals,37.03999999999999
8923,Nine West,44.99,89.99,tan,sandals,44.99999999999999
8924,Monki,25.6,30.0,turquoise bright ,mules,4.399999999999999
8925,Lynfield,27.99,119.99,grau,trainers,92.0
8926,Skechers,43.95,54.95,rose ,trainers,11.0
8927,Even&Odd,36.19,44.99,black,sandals,8.800000000000004
8928,Cesare Gaspari,88.0,178.0,green,slip-ons,90.0
8929,Högl,129.9,129.9,ocean,heels,0.0
8930,Tamaris Pure Relax,99.95,99.95,white comb,trainers,0.0
8931,Aigle,63.75,63.75,noir,wellies,0.0
8932,Jolana & Fenena,68.99,129.99,beige braun,boots,61.000000000000014
8933,Toni Pons,69.95,69.95,white,espadrilles,0.0
8934,Paul Green,101.95,134.9,samtziege blau ,slip-ons,32.95
8935,GAP,24.95,24.95,lavender/light shell pink,slides,0.0
8936,Stradivarius,25.99,25.99,blue,sandals,0.0
8937,Calvin Klein Jeans,116.95,129.95,black,mixed,12.999999999999986
8938,Gioseppo,109.95,109.95,lima,pumps,0.0
8939,Veja,159.95,159.95,extra white/cyprus,trainers,0.0
8940,Wojas,89.9,89.9,gold coloured,heels,0.0
8941,Wojas,109.9,109.9,brown ,sandals,0.0
8942,Skechers,49.99,59.99,cognac,mules,10.0
8943,Tamaris,69.95,69.95,white,sandals,0.0
8944,Rieker,42.7,49.95,schwarz,sandals,7.25
8945,Rieker,56.4,64.94,beige,sandals,8.54
8946,CUPLÉ,131.75,155.0,black,boots,23.25
8947,Madden Girl,99.95,99.95,black paris,boots,0.0
8948,Call it Spring,46.95,54.95,black,sandals,8.0
8949,Paul Green,129.6,159.99,classic calf black,slip-ons,30.390000000000015
8950,Les Tropeziennes par M Belarbi,69.9,69.9,or,sandals,0.0
8951,Xaver Luis,179.0,179.0,oliv,heels,0.0
8952,Anna Field,44.99,44.99,brown,boots,0.0
8953,Next,64.0,64.0,black,mixed,0.0
8954,Tommy Hilfiger,84.43,129.9,red/white/blue,trainers,45.47
8955,Even&Odd,35.99,59.99,black,boots,24.0
8956,Where’s That From,44.99,44.99,black pu,mixed,0.0
8957,POD,79.2,99.0,off white,sandals,19.799999999999997
8958,Carvela,80.0,115.0,gold,pumps,35.0
8959,Sioux,109.95,129.95,black,lace-ups,19.999999999999986
8960,Marco Tozzi,89.95,89.95,cognac,boots,0.0
8961,Anna Field,34.99,34.99,black,boots,0.0
8962,Lauren Ralph Lauren,229.95,229.95,camel,slip-ons,0.0
8963,Anna Field,44.99,44.99,cognac,mixed,0.0
8964,Panama Jack,85.0,120.0,white,sandals,35.0
8965,Marco Tozzi,41.95,49.95,berry comb,sandals,8.0
8966,Anna Field,31.99,39.99,black,heels,8.000000000000004
8967,Gabor,99.95,99.95,schwarz ice,trainers,0.0
8968,Palado,34.95,69.95,schwarz,slides,35.0
8969,CUPLÉ,90.3,129.0,black,heels,38.7
8970,Skechers Sport,67.95,84.95,roze,trainers,17.0
8971,MICHAEL Michael Kors,139.95,139.95,brown,mules,0.0
8972,Caprice,49.95,69.95,taupe stretch,boots,20.0
8973,Jack Wolfskin,34.95,59.95,lavender,sandals,25.0
8974,Brasileras,25.99,25.99,purple,sandals,0.0
8975,Next,111.0,111.0,black,boots,0.0
8976,Maripé,114.94,169.9,rot,heels,54.96000000000001
8977,Tamaris,62.95,69.95,black/pewter,trainers,7.0
8978,Dockers by Gerli,63.11,79.95,weiss/schwarz,boots,16.840000000000003
8979,Reebok Classic,69.95,89.95,grey,trainers,20.0
8980,Toni Pons,75.0,75.0,cru,espadrilles,0.0
8981,Toni Pons,49.95,49.95,cuiro,sandals,0.0
8982,Marco Tozzi,69.95,69.95,black,boots,0.0
8983,Call it Spring,46.95,54.95,black,sandals,8.0
8984,Braccialini,63.0,89.0,nude,sandals,26.0
8985,Esprit,32.99,32.99,light grey new,mules,0.0
8986,Rieker,49.95,49.95,fog-silver/heaven/rose 40,sandals,0.0
8987,Blackstone,79.95,159.9,ancient water,trainers,79.95
8988,Tamaris,49.95,69.95,navy,trainers,20.0
8989,Apple of Eden,89.95,89.95,gold,sandals,0.0
8990,Cesare Gaspari,68.0,155.0,red,sandals,87.0
8991,Kazar,80.99,89.99,black,sandals,9.0
8992,Crocs,24.49,34.99,bone,slides,10.500000000000004
8993,Kazar,108.49,154.99,mottled beige,pumps,46.500000000000014
8994,Lloyd,119.9,119.9,schwarz,slip-ons,0.0
8995,Caprice,55.95,69.95,black nappa ,heels,14.0
8996,Caprice,55.95,69.95,black,heels,14.0
8997,Marks & Spencer,59.95,59.95,tan,moccasins,0.0
8998,Marco Tozzi,29.95,59.95,white/berry comb,trainers,30.000000000000004
8999,Mexx,98.95,98.95,purple,trainers,0.0
9000,Tamaris,49.95,49.99,ivory,sandals,0.03999999999999915
9001,Scotch & Soda,59.95,119.95,sand/multi-coloured,trainers,60.0
9002,Bershka,39.99,39.99,white,trainers,0.0
9003,Musk,119.99,119.99,black/snake,boots,0.0
9004,Rieker,31.8,49.95,beige,sandals,18.150000000000002
9005,Rieker,44.96,49.95,weiß,sandals,4.990000000000002
9006,Tamaris,49.97,69.95,black iridesc,trainers,19.980000000000004
9007,Gabor,99.95,99.95,schwarz,heels,0.0
9008,Marco Tozzi,74.95,74.95,black,boots,0.0
9009,Bagatt,89.95,99.95,schwarz,trainers,10.0
9010,Bosanova,57.99,64.99,beige,espadrilles,6.999999999999993
9011,RYŁKO,94.99,94.99,white,trainers,0.0
9012,La Strada,64.3,69.95,goud,sandals,5.650000000000006
9013,Tamaris,99.95,99.95,grey suede,boots,0.0
9014,CHARLES FOOTWEAR,58.0,129.99,black,boots,71.99000000000001
9015,Vagabond,112.95,150.0,schwarz,slip-ons,37.05
9016,Hummel,51.95,69.95,white/green,trainers,18.0
9017,Queen Helena,58.5,65.0,rosa,sandals,6.5
9018,South Beach,27.95,27.95,white,espadrilles,0.0
9019,Wojas,94.9,94.9,red,heels,0.0
9020,Next,67.0,67.0,teal blue,mixed,0.0
9021,Puma,54.95,99.95,eggnog/chocolate brown/black coffee,trainers,45.0
9022,TOM TAILOR,42.49,49.99,black,mules,7.5
9023,Esprit,46.99,69.99,black,sandals,22.999999999999993
9024,Softinos,99.9,99.9,black,pumps,0.0
9025,Palado,29.95,74.95,flieder,sandals,45.0
9026,New Balance,119.95,119.95,off-white,trainers,0.0
9027,Derimod,80.99,89.99,black,sandals,9.0
9028,Anna Field,19.99,39.99,black,heels,20.000000000000004
9029,Tamaris,79.95,99.95,black nappa,boots,20.0
9030,British Knights,69.95,69.95,off white/red heart,trainers,0.0
9031,Marco Tozzi,79.95,79.95,camel comb,trainers,0.0
9032,Anna Field,44.99,44.99,dark blue,wellies,0.0
9033,Rieker,69.9,74.95,grey,boots,5.049999999999997
9034,Bershka,39.99,39.99,sand,boots,0.0
9035,Next,50.0,50.0,black,sandals,0.0
9036,La Strada,83.33,83.33,black knitted,trainers,0.0
9037,Havaianas,35.0,35.0,grey,sandals,0.0
9038,Marco Tozzi,47.95,59.95,pink comb,trainers,12.0
9039,Jana,64.95,64.95,black brush,heels,0.0
9040,RAID,71.49,94.99,black,boots,23.5
9041,Tamaris,99.95,99.95,blk lea green,boots,0.0
9042,Marc O'Polo,94.95,99.95,black,sandals,5.0
9043,Stradivarius,29.99,29.99,blue,pumps,0.0
9044,Calvin Klein,87.95,109.95,neutral mono,mules,22.0
9045,Bullboxer,64.95,64.95,black,boots,0.0
9046,Kazar,108.49,154.99,black,mules,46.500000000000014
9047,OYSHO,35.99,35.99,white,trainers,0.0
9048,Betsy,59.99,59.99,black,heels,0.0
9049,Queen Helena,65.0,65.0,champagne,sandals,0.0
9050,Gabor,69.95,99.95,schwarz,mules,30.0
9051,Rohde,55.96,69.95,pink,mules,13.990000000000002
9052,Caprice,79.95,79.95,black stretch,boots,0.0
9053,*Art,139.95,139.95,taupe,boots,0.0
9054,Caprice,99.95,99.95,black comb,boots,0.0
9055,Gioseppo,71.95,79.95,oro rosado,sandals,8.0
9056,Pepe Jeans,85.0,85.0,black,trainers,0.0
9057,Tamaris,79.95,79.95,sage,sandals,0.0
9058,Bershka,35.99,35.99,grey,boots,0.0
9059,Crosby,49.99,49.99,grey,trainers,0.0
9060,Birkenstock,109.9,109.9,desert dust gray taupe,slippers,0.0
9061,Anna Field Wide Fit,32.69,49.99,black,boots,17.300000000000004
9062,Gabor,123.5,130.0,blau,boots,6.5
9063,Cesare Gaspari,48.0,125.0,white,mules,77.0
9064,Andrea Conti,89.85,89.85,green,trainers,0.0
9065,Mexx,49.98,99.95,white p  green,trainers,49.970000000000006
9066,*Art,85.0,85.0,black,sandals,0.0
9067,Wojas,99.9,99.9,black,lace-ups,0.0
9068,Tamaris,55.95,69.95,white leather,heels,14.0
9069,Geox,80.95,89.95,silver,trainers,9.0
9070,PULL&BEAR,35.99,35.99,black,boots,0.0
9071,Palado,29.95,79.95,white,boots,50.0
9072,Next,39.0,39.0,mauve,slippers,0.0
9073,Cesare Gaspari,88.0,210.0,white,sandals,122.0
9074,Maripé,159.46,199.9,blau,slip-ons,40.44
9075,Derimod,98.99,149.99,black,mixed,51.000000000000014
9076,Caprice,55.95,69.95,platino metal,sandals,14.0
9077,Lazamani,39.99,69.99,beige,mules,29.999999999999993
9078,RYŁKO,79.99,89.99,czarny hi,sandals,10.0
9079,Kazar,134.99,134.99,black,heels,0.0
9080,Caprice,45.95,69.95,fuchsia suede ,sandals,24.0
9081,A.S.98,138.0,199.99,africa,sandals,61.99000000000001
9082,schuh,44.0,44.0,natural,sandals,0.0
9083,Peter Kaiser,139.9,189.9,silber ,sandals,50.0
9084,Jolana & Fenena,52.99,109.99,rot,sandals,56.99999999999999
9085,Anna Field,29.99,59.99,white/beige,trainers,30.000000000000004
9086,Monki,29.9,35.0,pink,mules,5.100000000000001
9087,Paul Green,130.46,149.95,taupe,sandals,19.48999999999998
9088,Tamaris,63.95,74.95,pewter,trainers,11.0
9089,Where’s That From,49.99,49.99,silver glitter,heels,0.0
9090,Kazar Studio,103.99,129.99,black,pumps,26.000000000000014
9091,Jolana & Fenena,59.99,99.99,beige,boots,39.99999999999999
9092,Gabor,109.25,115.0,bordeaux,heels,5.75
9093,Kennel + Schmenger,179.0,230.0,schwarz,sandals,51.0
9094,Caprice,52.95,69.95,ocean nappa,heels,17.0
9095,Guess,109.95,109.95,black,trainers,0.0
9096,New Balance,67.95,84.95,quartz pink ,trainers,17.0
9097,British Knights,49.36,64.95,black/red lips,trainers,15.590000000000003
9098,Buffalo,109.99,109.99,white ,trainers,0.0
9099,Bullboxer,47.96,59.95,beige,sandals,11.990000000000002
9100,Ambellis,25.99,109.99,beige,boots,84.0
9101,Marco Tozzi,84.95,84.95,cognac combination,boots,0.0
9102,Bosanova,29.99,44.99,tostado,sandals,15.000000000000004
9103,Anna Field,67.99,79.99,black,boots,12.0
9104,Frau Shoes,165.0,165.0,blue,boots,0.0
9105,Clarks,101.95,119.95,warm beige ,trainers,18.0
9106,Puma,58.45,84.95,black,trainers,26.5
9107,Derimod,69.99,99.99,black,sandals,30.0
9108,Even&Odd,39.99,44.99,black,boots,5.0
9109,Jolana & Fenena,63.99,99.99,schwarz,boots,35.99999999999999
9110,Tamaris,47.95,59.95,rose pearl,heels,12.0
9111,Buffalo,63.92,79.9,purple,sandals,15.980000000000004
9112,s.Oliver,49.67,55.95,black,trainers,6.280000000000001
9113,Buffalo,97.99,139.99,white/silver,trainers,42.000000000000014
9114,Frau Shoes,205.0,205.0,blue,slip-ons,0.0
9115,RYŁKO,89.99,89.99,beżowy wc,heels,0.0
9116,Richter,39.0,49.95,nautical candy ,mixed,10.950000000000003
9117,ALDO,107.95,119.95,black,heels,12.0
9118,Bosanova,62.99,69.99,black,boots,6.999999999999993
9119,adidas Originals,48.95,54.95,earth strata/sand strata,slides,6.0
9120,Ilse Jacobsen,29.95,34.95,blue bell,sandals,5.0000000000000036
9121,FRED MARTIN COLLECTION,114.0,130.0,menorca suede,sandals,16.0
9122,Gabor,150.0,150.0,braun,slip-ons,0.0
9123,Steve Madden,71.95,119.95,keylime,trainers,48.0
9124,Nike Sportswear,99.95,99.95,white/cedar/red stardust/sail/team orange/black,trainers,0.0
9125,Tamaris,99.95,99.95,black,heels,0.0
9126,Tommy Jeans,45.43,69.9,black,slides,24.470000000000006
9127,Tommy Hilfiger,84.43,129.9,black,pumps,45.47
9128,Buffalo,152.99,179.99,white,trainers,27.0
9129,Alma en Pena,104.97,149.95,plata,heels,44.97999999999999
9130,Tamaris,69.95,69.95,ivory comb,trainers,0.0
9131,Rieker,52.1,59.95,weiß meadow/fog silver,trainers,7.850000000000001
9132,RYŁKO,84.99,84.99,black,heels,0.0
9133,Puma,99.95,99.95,alpine snow/warm white,trainers,0.0
9134,Paul Green,179.9,179.9,star calf cognac ,boots,0.0
9135,Wojas,94.9,94.9,black ,heels,0.0
9136,Rieker,99.95,99.95,schwarz,boots,0.0
9137,Nine West,44.99,119.99,fuchia,moccasins,75.0
9138,Calvin Klein,135.95,169.95,safari,sandals,34.0
9139,Cesare Gaspari,59.0,129.0,white,trainers,70.0
9140,Kazar,95.99,119.99,light brown,sandals,24.0
9141,Marco Tozzi,79.95,79.95,mocca,boots,0.0
9142,RYŁKO,64.99,89.99,beżowy,sandals,25.0
9143,O'Neill,25.19,35.99,black tropical flower,sandals,10.8
9144,Kazar,134.99,134.99,beige,sandals,0.0
9145,Tamaris,89.95,89.95,black,boots,0.0
9146,Merrell,59.99,90.0,espresso/coral,sandals,30.009999999999998
9147,La Strada,46.95,59.99,pink fuchsia,sandals,13.04
9148,Tamaris,69.95,69.95,black,boots,0.0
9149,Kennel + Schmenger,199.0,250.0,schwarz,mules,51.0
9150,Ca'Shott,110.49,129.99,brown,sandals,19.500000000000014
9151,Cesare Gaspari,218.0,320.0,black,boots,102.0
9152,Marc O'Polo,119.95,119.95,white/black,trainers,0.0
9153,Bronx,113.95,189.95,black,sandals,75.99999999999999
9154,Barbour,59.95,74.95,black,wellies,15.0
9155,Braccialini,74.0,105.0,silver,sandals,31.0
9156,Nine West,59.99,109.99,white,toes,49.99999999999999
9157,Manebí,73.95,104.95,black,espadrilles,31.0
9158,Rieker,68.95,84.95,white,trainers,16.0
9159,Anna Field,35.99,39.99,dark blue,boots,4.0
9160,Peter Kaiser,159.9,159.9,sand shimmer,heels,0.0
9161,Apple of Eden,49.99,99.99,hellblau,mules,49.99999999999999
9162,Kazar,130.49,144.99,beige,heels,14.5
9163,Marco Tozzi,28.95,49.99,black metallic,heels,21.040000000000003
9164,Tamaris,49.95,59.95,cuoio,mules,10.0
9165,Kennel + Schmenger,309.95,309.95,nebbia,boots,0.0
9166,Gabor Comfort,95.95,119.95,weiss/platino/gold,trainers,24.0
9167,Bullboxer,53.97,89.95,brown,slip-ons,35.980000000000004
9168,Gabor,99.95,99.95,schwarz,heels,0.0
9169,Wojas,94.9,94.9,beige,heels,0.0
9170,Caprice,115.16,149.95,taupe nappa,boots,34.78999999999999
9171,Call it Spring,76.45,89.95,light grey,boots,13.5
9172,Caprice,52.95,69.95,pearl metallic,pumps,17.0
9173,La Strada,59.99,79.99,beige ,boots,19.999999999999993
9174,Skechers Sport,94.95,94.95,black/red,trainers,0.0
9175,Softinos,130.0,130.0,diesel ,trainers,0.0
