,Titles,Years
21171,The piRNA Response to Retroviral Invasion of the Koala Genome.,2019
21172,Peptidoglycan Production by an Insect-Bacterial Mosaic.,2019
21173,Full-Length P2X7 Structures Reveal How Palmitoylation Prevents Channel Desensitization.,2019
21174,An Ancient Harappan Genome Lacks Ancestry from Steppe Pastoralists or Iranian Farmers.,2019
21175,Integrated Proteogenomic Characterization of HBV-Related Hepatocellular Carcinoma.,2019
21176,Oncogenic Mutations Rewire Signaling Pathways by Switching Protein Recruitment to Phosphotyrosine Sites.,2019
21177,Cell Type Purification by Single-Cell Transcriptome-Trained Sorting.,2019
21178,Competing Roles of Slow Oscillations and Delta Waves in Memory Consolidation versus Forgetting.,2019
21179,Neuromodulator Signaling Bidirectionally Controls Vesicle Numbers in Human Synapses.,2019
21180,Engineering Phage Host-Range and Suppressing Bacterial Resistance through Phage Tail Fiber Mutagenesis.,2019
21181,A Quantitative Multivariate Model of Human Dendritic Cell-T Helper Cell Communication.,2019
21182,An Allosteric Anti-tryptase Antibody for the Treatment of Mast Cell-Mediated Severe Asthma.,2019
21183,"Rare Pulmonary Neuroendocrine Cells Are Stem Cells Regulated by Rb, p53, and Notch.",2019
21184,Genomic Decoding of Neuronal Depolarization by Stimulus-Specific NPAS4 Heterodimers.,2019
21185,Mammalian Mechanoelectrical Transduction: Structure and Function of Force-Gated Ion Channels.,2019
21186,Microglia Biology: One Century of Evolving Concepts.,2019
21187,Sleep and the Balance between Memory and Forgetting.,2019
21188,Acid Tongues Cause Sour Thoughts.,2019
21189,Imaging the Emergence of Behavior.,2019
21190,Working across Disciplines in Neuroscience.,2019
21191,Alzheimer Disease: An Update on Pathobiology and Treatment Strategies.,2019
21192,Single-Cell Reconstruction of Emerging Population Activity in an Entire Developing Circuit.,2019
21193,Inhibition of Type III CRISPR-Cas Immunity by an Archaeal Virus-Encoded Anti-CRISPR Protein.,2019
21194,Structural Insight into Eukaryotic Sterol Transport through Niemann-Pick Type C Proteins.,2019
21195,Organization of Chromatin by Intrinsic and Regulated Phase Separation.,2019
21196,Sour Sensing from the Tongue to the Brain.,2019
21197,Genetic and Mechanical Regulation of Intestinal Smooth Muscle Development.,2019
21198,Interspecies Competition Impacts Targeted Manipulation of Human Gut Bacteria by Fiber-Derived Glycans.,2019
21199,Crenarchaeal 3D Genome: A Prototypical Chromosome Architecture for Eukaryotes.,2019
21200,The Neural Crest Pitches In to Remove Apoptotic Debris.,2019
21201,SnapShot: The RNA Exosome.,2019
21202,"Rapid Generation of Somatic Mouse Mosaics with Locus-Specific, Stably Integrated Transgenic Elements.",2019
21203,Reconstructing Denisovan Anatomy Using DNA Methylation Maps.,2019
21204,Physical and Functional Compartmentalization of Archaeal Chromosomes.,2019
21205,"RNA Granules Hitchhike on Lysosomes for Long-Distance Transport, Using Annexin A11 as a Molecular Tether.",2019
21206,The Architecture of Talin1 Reveals an Autoinhibition Mechanism.,2019
21207,Long-Distance Cooperative and Antagonistic RNA Polymerase Dynamics via DNA Supercoiling.,2019
21208,Advice from Cell Press Reviewers.,2019
21209,A Commitment to Gender Diversity in Peer Review.,2019
21210,UVB-Induced Tumor Heterogeneity Diminishes Immune Response in Melanoma.,2019
21211,A Microtubule-Myelination Connection.,2019
21212,A Bacterial Effector Mimics a Host HSP90 Client to Undermine Immunity.,2019
21213,The Golgi Outpost Protein TPPP Nucleates Microtubules and Is Critical for Myelination.,2019
21214,Moving from Cancer Genetics to Therapy.,2019
21215,"Seurat's Dots: A Shot Heard 'Round the Art World-Fired by an Artist, Inspired by a Scientist.",2019
21216,Herceptin: A First Assault on Oncogenes that Launched a Revolution.,2019
21217,"GAVI, the Vaccine Alliance.",2019
21218,The Team that Just Wouldn't Quit and a New Paradigm in Cancer Drug Discovery.,2019
21219,A Lymphocyte Journey.,2019
21220,A Scientific Odyssey: Uncovering the Secrets of Thymus Function.,2019
21221,Dual Arms of Adaptive Immunity: Division of Labor and Collaboration between B and T Cells.,2019
21222,Structure of the Respiratory Syncytial Virus Polymerase Complex.,2019
21223,"Reconstruction of 1,000 Projection Neurons Reveals New Cell Types and Organization of Long-Range Connectivity in the Mouse Brain.",2019
21224,Proteomics of Melanoma Response to Immunotherapy Reveals Mitochondrial Dependence.,2019
21225,Migratory Neural Crest Cells Phagocytose Dead Cells in the Developing Nervous System.,2019
21226,Fate Mapping via Ms4a3-Expression History Traces Monocyte-Derived Cells.,2019
21227,A Pan-cancer Transcriptome Analysis Reveals Pervasive Regulation through Alternative Promoters.,2019
21228,The ChAHP Complex Counteracts Chromatin Looping at CTCF Sites that Emerged from SINE Expansions in Mouse.,2019
21229,Single Amino Acid Change Underlies Distinct Roles of H2A.Z Subtypes in Human Syndrome.,2019
21230,Amyloid-like Assembly Activates a Phosphatase in the Developing Drosophila Embryo.,2019
21231,Antibiotics-Driven Gut Microbiome Perturbation Alters Immunity to Vaccines in Humans.,2019
21232,Getting to the Cores of Autism.,2019
21233,The Face of Chromatin Variants.,2019
21234,One Year at Cell: Looking Back and Moving Forward with Purpose.,2019
21235,A Structure-Informed Atlas of Human-Virus Interactions.,2019
21236,TNF Induces Pathogenic Programmed Macrophage Necrosis in Tuberculosis through a Mitochondrial-Lysosomal-Endoplasmic Reticulum Circuit.,2019
21237,Single-Cell Analysis of Crohn's Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy.,2019
21238,Overcoming the Challenges of Symmetry Reveals New Insights into Herpesvirus Biology.,2019
21239,Host-Microbe-Drug-Nutrient Screen Identifies Bacterial Effectors of Metformin Therapy.,2019
21240,Anti-CRISPR-Associated Proteins Are Crucial Repressors of Anti-CRISPR Transcription.,2019
21241,A Cold-Sensing Receptor Encoded by a Glutamate Receptor Gene.,2019
21242,When Time Matters: An Adolescent Intervention to Prevent Adult Brain Dysfunction.,2019
21243,A Pungent and Painful Toxin.,2019
21244,Long-Lasting Rescue of Network and Cognitive Dysfunction in a Genetic Schizophrenia Model.,2019
21245,"LECT2, a Ligand for Tie1, Plays a Crucial Role in Liver Fibrogenesis.",2019
21246,A Cell-Penetrating Scorpion Toxin Enables Mode-Specific Modulation of TRPA1 and Pain.,2019
21247,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV.,2019
21248,"Diseases Have No Borders, Neither Should Research!",2019
21249,A Species-Wide Inventory of NLR Genes and Alleles in Arabidopsis thaliana.,2019
21250,Structural Basis for Allosteric Ligand Recognition in the Human CC Chemokine Receptor 7.,2019
21251,Dipeptidase-1 Is an Adhesion Receptor for Neutrophil Recruitment in Lungs and Liver.,2019
21252,Systematic Immunotherapy Target Discovery Using Genome-Scale In Vivo CRISPR Screens in CD8 T Cells.,2019
21253,Effector TH17 Cells Give Rise to Long-Lived TRM Cells that Are Essential for an Immediate Response against Bacterial Infection.,2019
21254,Loss of Ataxin-1 Potentiates Alzheimer's Pathogenesis by Elevating Cerebral BACE1 Transcription.,2019
21255,Ketone Body Signaling Mediates Intestinal Stem Cell Homeostasis and Adaptation to Diet.,2019
21256,Dietary Intake Regulates the Circulating Inflammatory Monocyte Pool.,2019
21257,The Bone Marrow Protects and Optimizes Immunological Memory during Dietary Restriction.,2019
21258,Fasting-Refeeding Impacts Immune Cell Dynamics and Mucosal Immune Responses.,2019
21259,Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic.,2019
21260,Therapeutic Opportunities in Inflammatory Bowel Disease: Mechanistic Dissection of Host-Microbiome Relationships.,2019
21261,"When Fasting Gets Tough, the Tough Immune Cells Get Going-or Die.",2019
21262,Mammalian Mediator as a Functional Link between Enhancers and Promoters.,2019
21263,Tiny Hidden Genes within Our Microbiome.,2019
21264,Molecular Strategies of Meiotic Cheating by Selfish Centromeres.,2019
21265,"Large-Scale Analyses of Human Microbiomes Reveal Thousands of Small, Novel Genes.",2019
21266,A Pliable Mediator Acts as a Functional Rather Than an Architectural Bridge between Promoters and Enhancers.,2019
21267,GDF15 Is an Inflammation-Induced Central Mediator of Tissue Tolerance.,2019
21268,A Heterochromatin-Specific RNA Export Pathway Facilitates piRNA Production.,2019
21269,Opposing Functions of Interferon Coordinate Adaptive and Innate Immune Responses to Cancer Immune Checkpoint Blockade.,2019
21270,Sex Differences in Intestinal Carbohydrate Metabolism Promote Food Intake and Sperm Maturation.,2019
21271,CAG Repeat Not Polyglutamine Length Determines Timing of Huntington's Disease Onset.,2019
21272,Targeting Peripheral Somatosensory Neurons to Improve Tactile-Related Phenotypes in ASD Models.,2019
21273,Inherited and De Novo Genetic Risk for Autism Impacts Shared Networks.,2019
21274,A Reverse Ecology Approach Based on a Biological Definition of Microbial Populations.,2019
21275,The Oncogenic Action of NRF2 Depends on De-glycation by Fructosamine-3-Kinase.,2019
21276,Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes.,2019
21277,Benchmarking Metagenomics Tools for Taxonomic Classification.,2019
21278,Voltage Sensing Comes to Rest.,2019
21279,Slow Down to Catch Up.,2019
21280,Sensory Neurons Drive Anticipatory Immunity.,2019
21281,A Light Touch on Sociability.,2019
21282,Align to Define: Ecologically Meaningful Populations from Genomes.,2019
21283,Just Solid or Liquid Enough.,2019
21284,VEGAS as a Platform for Facile Directed Evolution in Mammalian Cells.,2019
21285,BMAL1-Driven Tissue Clocks Respond Independently to Light to Maintain Homeostasis.,2019
21286,T-Scan: A Genome-wide Method for the Systematic Discovery of T Cell Epitopes.,2019
21287,Convergent Structures Illuminate Features for Germline Antibody Binding and Pan-Lassa Virus Neutralization.,2019
21288,Therapeutic Ligands Antagonize Estrogen Receptor Function by Impairing Its Mobility.,2019
21289,Repressive Gene Regulation Synchronizes Development with Cellular Metabolism.,2019
21290,Cutaneous TRPV1+ Neurons Trigger Protective Innate Type 17 Anticipatory Immunity.,2019
21291,Resting-State Structure and Gating Mechanism of a Voltage-Gated Sodium Channel.,2019
21292,"An Integrative Model of Cellular States, Plasticity, and Genetics for Glioblastoma.",2019
21293,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis.,2019
21294,A Paranigral VTA Nociceptin Circuit that Constrains Motivation for Reward.,2019
21295,Human Artificial Chromosomes that Bypass Centromeric DNA.,2019
21296,Cryo-EM Structures of a Group II Intron Reverse Splicing into DNA.,2019
21297,Replication Fork Activation Is Enabled by a Single-Stranded DNA Gate in CMG Helicase.,2019
21298,Antibody Lineages with Vaccine-Induced Antigen-Binding Hotspots Develop Broad HIV Neutralization.,2019
21299,Small Molecule Targets TMED9 and Promotes Lysosomal Degradation to Reverse Proteinopathy.,2019
21300,"""Hey CIRI, What's My Prognosis?"".",2019
21301,Counting the Cuts: MAZTER-Seq Quantifies m6A Levels Using a Methylation-Sensitive Ribonuclease.,2019
21302,Utility of the Idling Brain: Abstraction of New Knowledge.,2019
21303,Superpowered Biology.,2019
21304,A Bacterial Effector Reveals the V-ATPase-ATG16L1 Axis that Initiates Xenophagy.,2019
21305,Augmenting Immunotherapy Impact by Lowering Tumor TNF Cytotoxicity Threshold.,2019
21306,Dynamic Risk Profiling Using Serial Tumor Biomarkers for Personalized Outcome Prediction.,2019
21307,VEGAS as a Platform for Facile Directed Evolution in Mammalian Cells.,2019
21308,Human Replay Spontaneously Reorganizes Experience.,2019
21309,"Deciphering the ""m6A Code"" via Antibody-Independent Quantitative Profiling.",2019
21310,Lipid-Associated Macrophages Control Metabolic Homeostasis in a Trem2-Dependent Manner.,2019
21311,Regulation of Energy Expenditure by Brainstem GABA Neurons.,2019
21312,LC3-Associated Endocytosis Facilitates β-Amyloid Clearance and Mitigates Neurodegeneration in Murine Alzheimer's Disease.,2019
21313,Insight into the Neuron's Insight.,2019
21314,Irisin Mediates Effects on Bone and Fat via αV Integrin Receptors.,2019
21315,Root System Depth in Arabidopsis Is Shaped by EXOCYST70A3 via the Dynamic Modulation of Auxin Transport.,2019
21316,Structure and Function of a Bacterial Gap Junction Analog.,2019
21317,The Cytoplasmic DNA Sensor cGAS Promotes Mitotic Cell Death.,2019
21318,Social Minds Sync Alike.,2019
21319,A New Angle on How Roots Acclimate to Sporadic Rainfall.,2019
21320,Senescence Evasion in Chemotherapy: A Sweet Spot for p21.,2019
21321,Controlling Visually Guided Behavior by Holographic Recalling of Cortical Ensembles.,2019
21322,BACH1 Orchestrates Lung Cancer Metastasis.,2019
21323,BACH1 Stabilization by Antioxidants Stimulates Lung Cancer Metastasis.,2019
21324,Neutrophils Driving Unconventional T Cells Mediate Resistance against Murine Sarcomas and Selected Human Tumors.,2019
21325,Relaxed Selection Limits Lifespan by Increasing Mutation Load.,2019
21326,Nrf2 Activation Promotes Lung Cancer Metastasis by Inhibiting the Degradation of Bach1.,2019
21327,Atlas of Subcellular RNA Localization Revealed by APEX-Seq.,2019
21328,"STING Polymer Structure Reveals Mechanisms for Activation, Hyperactivation, and Inhibition.",2019
21329,Correlated Neural Activity and Encoding of Behavior across Brains of Socially Interacting Animals.,2019
21330,Correlated Neural Activity across the Brains of Socially Interacting Bats.,2019
21331,Patterns of Early p21 Dynamics Determine Proliferation-Senescence Cell Fate after Chemotherapy.,2019
21332,Viral Generated Inter-Organelle Contacts Redirect Lipid Flux for Genome Replication.,2019
21333,Multi-Color Single-Molecule Imaging Uncovers Extensive Heterogeneity in mRNA Decoding.,2019
21334,Single-Molecule Nanoscopy Elucidates RNA Polymerase II Transcription at Single Genes in Live Cells.,2019
21335,Humanizing Transcriptome Engineering.,2019
21336,Mapping Odor to Action: (Dopaminergic) Timing Is Everything.,2019
21337,Metabolic and Innate Immune Cues Merge into a Specific Inflammatory Response via the UPR.,2019
21338,Low-Frequency and Rare-Coding Variation Contributes to Multiple Sclerosis Risk.,2019
21339,Dynamic Remodeling of Membrane Composition Drives Cell Cycle through Primary Cilia Excision.,2019
21340,"Inadequate DNA Damage Repair Promotes Mammary Transdifferentiation, Leading to BRCA1 Breast Cancer.",2019
21341,Mechanochemical Feedback Loops in Development and Disease.,2019
21342,Pervasive Chromatin-RNA Binding Protein Interactions Enable RNA-Based Regulation of Transcription.,2019
21343,Glucose Metabolism Linked to Antiviral Responses.,2019
21344,Synthetic Organisms Simplify Biology.,2019
21345,DNA Microscopy: Optics-free Spatio-genetic Imaging by a Stand-Alone Chemical Reaction.,2019
21346,Distinct Dopamine Receptor Pathways Underlie the Temporal Sensitivity of Associative Learning.,2019
21347,Programmable RNA-Guided RNA Effector Proteins Built from Human Parts.,2019
21348,Glia Accumulate Evidence that Actions Are Futile and Suppress Unsuccessful Behavior.,2019
21349,Human Antibodies that Slow Erythrocyte Invasion Potentiate Malaria-Neutralizing Antibodies.,2019
21350,Fc Glycan-Mediated Regulation of Placental Antibody Transfer.,2019
21351,Fc Characteristics Mediate Selective Placental Transfer of IgG in HIV-Infected Women.,2019
21352,A Small Molecule Targeting Mutagenic Translesion Synthesis Improves Chemotherapy.,2019
21353,A Deep Neural Network for Predicting and Engineering Alternative Polyadenylation.,2019
21354,Alanine Tails Signal Proteolysis in Bacterial Ribosome-Associated Quality Control.,2019
21355,The Translational Landscape of the Human Heart.,2019
21356,Stromal Microenvironment Shapes the Intratumoral Architecture of Pancreatic Cancer.,2019
21357,Lactate Is a Natural Suppressor of RLR Signaling by Targeting MAVS.,2019
21358,Functional Ontogeny of Hypothalamic Agrp Neurons in Neonatal Mouse Behaviors.,2019
21359,Viral Capsid Trafficking along Treadmilling Tubulin Filaments in Bacteria.,2019
21360,Autophagy-Independent Functions of the Autophagy Machinery.,2019
21361,Beginning of a New Era: Mapping the Bone Marrow Niche.,2019
21362,Integration of Single-Cell Genomics Datasets.,2019
21363,Next-Gen Learning: The C. elegans Approach.,2019
21364,Surface Sugars Get Cells in Shape.,2019
21365,Developing a Niche in Stem Cell Biology.,2019
21366,"Could iPSCs Enable ""Off-the-Shelf"" Cell Therapy?",2019
21367,Appreciating What's Unique about Every Stem Cell.,2019
21368,Single-Cell Multi-omic Integration Compares and Contrasts Features of Brain Cell Identity.,2019
21369,Neuronal Small RNAs Control Behavior Transgenerationally.,2019
21370,Comprehensive Integration of Single-Cell Data.,2019
21371,Piwi/PRG-1 Argonaute and TGF-β Mediate Transgenerational Learned Pathogenic Avoidance.,2019
21372,Illuminating G-Protein-Coupling Selectivity of GPCRs.,2019
21373,Tracing Oncogene Rearrangements in the Mutational History of Lung Adenocarcinoma.,2019
21374,Multifunctional Natural Killer Cell Engagers Targeting NKp46 Trigger Protective Tumor Immunity.,2019
21375,A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia.,2019
21376,Identification of a DNA N6-Adenine Methyltransferase Complex and Its Impact on Chromatin Organization.,2019
21377,Integrin Mechano-chemical Signaling Generates Plasma Membrane Nanodomains that Promote Cell Spreading.,2019
21378,"SCAF4 and SCAF8, mRNA Anti-Terminator Proteins.",2019
21379,Area-Specificity and Plasticity of History-Dependent Value Coding During Learning.,2019
21380,Molecular Basis of Arthritogenic Alphavirus Receptor MXRA8 Binding to Chikungunya Virus Envelope Protein.,2019
21381,Cryo-EM Structure of Chikungunya Virus in Complex with the Mxra8 Receptor.,2019
21382,Physical Principles of Membrane Shape Regulation by the Glycocalyx.,2019
21383,Visualizing Engrafted Human Cancer and Therapy Responses in Immunodeficient Zebrafish.,2019
21384,Nucleoid Size Scaling and Intracellular Organization of Translation across Bacteria.,2019
21385,Human Gut Microbiota from Autism Spectrum Disorder Promote Behavioral Symptoms in Mice.,2019
21386,A Public BCR Present in a Unique Dual-Receptor-Expressing Lymphocyte from Type 1 Diabetes Patients Encodes a Potent T Cell Autoantigen.,2019
21387,CerS6-Derived Sphingolipids Interact with Mff and Promote Mitochondrial Fragmentation in Obesity.,2019
21388,Molecular Basis for Ligand Modulation of a Mammalian Voltage-Gated Ca2+ Channel.,2019
21389,Defining the Independence of the Liver Circadian Clock.,2019
21390,BMAL1-Driven Tissue Clocks Respond Independently to Light to Maintain Homeostasis.,2019
21391,Principles for Integrative Structural Biology Studies.,2019
21392,Identifying Epistasis in Cancer Genomes: A Delicate Affair.,2019
21393,Antibiotic Lethality Is Impacted by Nutrient Availabilities: New Insights from Machine Learning.,2019
21394,Ebola from Bedside to Bench.,2019
21395,Creating a Unique Culture.,2019
21396,Snatch-and-Grab Inhibitors to Fight the Flu.,2019
21397,Finding Common Ground.,2019
21398,Neuron-Astrocyte Metabolic Coupling Protects against Activity-Induced Fatty Acid Toxicity.,2019
21399,A Growth-Based Framework for Leaf Shape Development and Diversity.,2019
21400,Molecular Basis for poly(A) RNP Architecture and Recognition by the Pan2-Pan3 Deadenylase.,2019
21401,Human Neonatal Fc Receptor Is the Cellular Uncoating Receptor for Enterovirus B.,2019
21402,Longitudinal Analysis of the Human B Cell Response to Ebola Virus Infection.,2019
21403,A White-Box Machine Learning Approach for Revealing Antibiotic Mechanisms of Action.,2019
21404,Bulk Actin Dynamics Drive Phase Segregation in Zebrafish Oocytes.,2019
21405,Dual Sensing of Physiologic pH and Calcium by EFCAB9 Regulates Sperm Motility.,2019
21406,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series.,2019
21407,Hypoxia Rescues Frataxin Loss by Restoring Iron Sulfur Cluster Biogenesis.,2019
21408,A Site of Vulnerability on the Influenza Virus Hemagglutinin Head Domain Trimer Interface.,2019
21409,Antibodies to a Conserved Influenza Head Interface Epitope Protect by an IgG Subtype-Dependent Mechanism.,2019
21410,The Coming Decade of Cell Death Research: Five Riddles.,2019
21411,Star Power: Astrocytes Regulate Behavior.,2019
21412,Overriding the Immune System's Sweet Tooth: Fatty Acids Rile Up Innate Immunity.,2019
21413,"""Breathing"" Hemagglutinin Reveals Cryptic Epitopes for Universal Influenza Vaccine Design.",2019
21414,Drowning in Viruses.,2019
21415,Structural Insights into the Process of GPCR-G Protein Complex Formation.,2019
21416,"Rational Engineering of XCaMPs, a Multicolor GECI Suite for In Vivo Imaging of Complex Brain Circuit Dynamics.",2019
21417,Slow Delivery Immunization Enhances HIV Neutralizing Antibody and Germinal Center Responses via Modulation of Immunodominance.,2019
21418,Assembly of a GPCR-G Protein Complex.,2019
21419,Structural Mechanism of EMRE-Dependent Gating of the Human Mitochondrial Calcium Uniporter.,2019
21420,Selenium Drives a Transcriptional Adaptive Program to Block Ferroptosis and Treat Stroke.,2019
21421,Disentangling Genetic and Environmental Effects on the Proteotypes of Individuals.,2019
21422,Adaptive Immune Resistance Emerges from Tumor-Initiating Stem Cells.,2019
21423,An Excitatory Circuit in the Perioculomotor Midbrain for Non-REM Sleep Control.,2019
21424,Hyperactivity with Disrupted Attention by Activation of an Astrocyte Synaptogenic Cue.,2019
21425,Metabolic and Innate Immune Cues Merge into a Specific Inflammatory Response via the UPR.,2019
21426,Marine DNA Viral Macro- and Microdiversity from Pole to Pole.,2019
21427,Ubiquitin-Dependent and -Independent Roles of E3 Ligase RIPLET in Innate Immunity.,2019
21428,A Forward Chemical Genetic Screen Reveals Gut Microbiota Metabolites That Modulate Host Physiology.,2019
21429,A Single-Cell Atlas of the Tumor and Immune Ecosystem of Human Breast Cancer.,2019
21430,Profiling of Pluripotency Factors in Single Cells and Early Embryos.,2019
21431,Evolving Images for Visual Neurons Using a Deep Generative Network Reveals Coding Principles and Neuronal Preferences.,2019
21432,Re-activation of Stem Cell Pathways for Pattern Restoration in Plant Wound Healing.,2019
21433,Deficient Endoplasmic Reticulum-Mitochondrial Phosphatidylserine Transfer Causes Liver Disease.,2019
21434,The Lateral Organization and Mobility of Plasma Membrane Components.,2019
21435,Atlas Drugged.,2019
21436,Insight into the Neuron's Insight.,2019
21437,Nuclear (Bio)physics in the Embryo.,2019
21438,Circle the Wagons: Circular RNAs Control Innate Immunity.,2019
21439,The Missing Diversity in Human Genetic Studies.,2019
21440,A High-Throughput Platform to Identify Small-Molecule Inhibitors of CRISPR-Cas9.,2019
21441,Trans Effects on Gene Expression Can Drive Omnigenic Inheritance.,2019
21442,Proteogenomic Analysis of Human Colon Cancer Reveals New Therapeutic Opportunities.,2019
21443,Structure and Degradation of Circular RNAs Regulate PKR Activation in Innate Immunity.,2019
21444,Neuronal Dynamics Regulating Brain and Behavioral State Transitions.,2019
21445,Insulin/IGF-1 Drives PERIOD Synthesis to Entrain Circadian Rhythms with Feeding Time.,2019
21446,A Compendium of Mutational Signatures of Environmental Agents.,2019
21447,Self-Organized Nuclear Positioning Synchronizes the Cell Cycle in Drosophila Embryos.,2019
21448,Primate Amygdala Neurons Simulate Decision Processes of Social Partners.,2019
21449,Promoter-Intrinsic and Local Chromatin Features Determine Gene Repression in LADs.,2019
21450,Volumetric Ca2+ Imaging in the Mouse Brain Using Hybrid Multiplexed Sculpted Light Microscopy.,2019
21451,Human Pluripotency Is Initiated and Preserved by a Unique Subset of Founder Cells.,2019
21452,Multiple Deeply Divergent Denisovan Ancestries in Papuans.,2019
21453,A Jasmonate Signaling Network Activates Root Stem Cells and Promotes Regeneration.,2019
21454,Genome-wide de novo L1 Retrotransposition Connects Endonuclease Activity with Replication.,2019
21455,Protein Sequence Editing of SKN-1A/Nrf1 by Peptide:N-Glycanase Controls Proteasome Gene Expression.,2019
21456,SIRT6 Is Responsible for More Efficient DNA Double-Strand Break Repair in Long-Lived Species.,2019
21457,Human Gain-of-Function MC4R Variants Show Signaling Bias and Protect against Obesity.,2019
21458,Polygenic Prediction of Weight and Obesity Trajectories from Birth to Adulthood.,2019
21459,B Cell Responses: Cell Interaction Dynamics and Decisions.,2019
21460,The Least Mating Pathway: Synthetically Refactoring a Familiar Signaling System for New Applications.,2019
21461,Polygenic Risk Scores Expand to Obesity.,2019
21462,Hear Pancreatic Cancer Stem Cells ROR.,2019
21463,"""Cloaking"" on Time: A Cover-Up Act by Resident Tissue Macrophages.",2019
21464,Redox State Controls Phase Separation of the Yeast Ataxin-2 Protein via Reversible Oxidation of Its Methionine-Rich Low-Complexity Domain.,2019
21465,Yeast Ataxin-2 Forms an Intracellular Condensate Required for the Inhibition of TORC1 Signaling during Respiratory Growth.,2019
21466,Engineering a Model Cell for Rational Tuning of GPCR Signaling.,2019
21467,Somatic Mutations Increase Hepatic Clonal Fitness and Regeneration in Chronic Liver Disease.,2019
21468,Insulin Receptor Associates with Promoters Genome-wide and Regulates Gene Expression.,2019
21469,Resident Macrophages Cloak Tissue Microlesions to Prevent Neutrophil-Driven Inflammatory Damage.,2019
21470,Antisense lncRNA Transcription Mediates DNA Demethylation to Drive Stochastic Protocadherin α Promoter Choice.,2019
21471,A Multiscale Map of the Stem Cell State in Pancreatic Adenocarcinoma.,2019
21472,The Chaperonin TRiC/CCT Associates with Prefoldin through a Conserved Electrostatic Interface Essential for Cellular Proteostasis.,2019
21473,ATG8-Binding UIM Proteins Define a New Class of Autophagy Adaptors and Receptors.,2019
21474,Unleashing Type-2 Dendritic Cells to Drive Protective Antitumor CD4+ T Cell Immunity.,2019
21475,Integrins and Their Role in Immune Cell Adhesion.,2019
21476,Reflections on My Life with Taxol.,2019
21477,Keep Your Eyes on the Prize.,2019
21478,Evolving as a Scientist and a Mentor.,2019
21479,Once and Only Once.,2019
21480,Shared Cortex-Cerebellum Dynamics in the Execution and Learning of a Motor Task.,2019
21481,Pathogenic E. coli Extracts Nutrients from Infected Host Cells Utilizing Injectisome Components.,2019
21482,A Common Embryonic Origin of Stem Cells Drives Developmental and Adult Neurogenesis.,2019
21483,Recirculating Intestinal IgA-Producing Cells Regulate Neuroinflammation via IL-10.,2019
21484,exRNA Atlas Analysis Reveals Distinct Extracellular RNA Cargo Types and Their Carriers Present across Human Biofluids.,2019
21485,Small RNA Sequencing across Diverse Biofluids Identifies Optimal Methods for exRNA Isolation.,2019
21486,Reassessment of Exosome Composition.,2019
21487,Suppression of Exosomal PD-L1 Induces Systemic Anti-tumor Immunity and Memory.,2019
21488,Structure of Microbial Nanowires Reveals Stacked Hemes that Transport Electrons over Micrometers.,2019
21489,The Extracellular RNA Communication Consortium: Establishing Foundational Knowledge and Technologies for Extracellular RNA Research.,2019
21490,Mapping Extracellular RNA Sheds Lights on Distinct Carriers.,2019
21491,Explicating Exosomes: Reclassifying the Rising Stars of Intercellular Communication.,2019
21492,Counting Calories: The Cost of Inflammation.,2019
21493,Does Autophagy Promote Longevity? It Depends.,2019
21494,Steroid Hormone Function Controls Non-competitive Plasmodium Development in Anopheles.,2019
21495,The 26S Proteasome Utilizes a Kinetic Gateway to Prioritize Substrate Degradation.,2019
21496,Phenotypic Landscape of Schizophrenia-Associated Genes Defines Candidates and Their Shared Functions.,2019
21497,Mitochondrial Permeability Uncouples Elevated Autophagy and Lifespan Extension.,2019
21498,Cryo-EM Structure and Assembly of an Extracellular Contractile Injection System.,2019
21499,Multi-sensory Gamma Stimulation Ameliorates Alzheimer's-Associated Pathology and Improves Cognition.,2019
21500,Per-Nucleus Crossover Covariation and Implications for Evolution.,2019
21501,Structures of the Catalytically Activated Yeast Spliceosome Reveal the Mechanism of Branching.,2019
21502,Innate Immune Signaling Organelles Display Natural and Programmable Signaling Flexibility.,2019
21503,Magnesium Flux Modulates Ribosomes to Increase Bacterial Survival.,2019
21504,Structural Principles in Robo Activation and Auto-inhibition.,2019
21505,Energetic Trade-Offs and Hypometabolic States Promote Disease Tolerance.,2019
21506,Mammalian Near-Infrared Image Vision through Injectable and Self-Powered Retinal Nanoantennae.,2019
21507,A Human in Human Genetics.,2019
21508,Global Genetic Networks and the Genotype-to-Phenotype Relationship.,2019
21509,A Tumor-Agnostic NTRK (TRK) Inhibitor.,2019
21510,Genomic Analysis in the Age of Human Genome Sequencing.,2019
21511,Personalized Medicine and the Power of Electronic Health Records.,2019
21512,A New Wave of Genomics for All.,2019
21513,"Genomic Medicine-Progress, Pitfalls, and Promise.",2019
21514,Gene-Environment Interaction in the Era of Precision Medicine.,2019
